Tester_ID,Module,Total_TestCases_Executed,Defects_Found,Defect_Severity_Avg,Automation_Coverage,Execution_Hours,Avg_Closure_Time
T222,Payments,56,22,4.4,84.2,92.1,14.06
T330,Notifications,109,27,4.3,100.0,113.2,18.24
T134,Notifications,74,16,2.8,96.6,107.5,18.03
T166,Search,109,22,1.8,57.8,,13.33
T240,Payments,29,24,1.0,86.9,102.2,8.92
T441,Orders,145,6,1.4,94.4,9.8,8.48
T164,Search,148,6,4.3,51.7,80.5,9.73
T144,Reports,91,8,3.7,72.1,56.7,7.66
T297,Search,109,17,3.0,21.7,65.4,11.1
T427,Search,88,10,2.2,20.1,72.5,10.28
T328,Notifications,34,27,3.7,30.9,71.7,11.47
T038,Inventory,63,1,1.8,95.3,99.4,4.26
T303,Dashboard,21,22,1.8,52.4,35.5,15.46
T200,Inventory,61,24,4.1,47.5,104.6,11.73
T220,Payments,90,11,1.7,99.4,23.4,7.72
T482,Orders,117,8,2.3,33.4,55.0,10.6
T378,Orders,60,20,4.2,28.2,33.6,12.47
T293,Login,60,21,3.9,93.6,69.9,12.37
T044,Notifications,121,4,1.2,,91.8,9.68
T412,Search,103,11,3.9,12.3,106.9,9.55
T067,Notifications,22,18,3.3,39.5,89.7,10.12
T442,Payments,24,8,3.7,,92.9,3.47
T260,Search,46,26,3.1,31.5,16.0,14.05
T440,Dashboard,89,28,4.8,69.7,110.4,22.18
T071,Inventory,75,28,2.1,89.6,67.2,16.5
T042,Login,120,8,3.5,90.5,115.5,9.81
T452,Notifications,99,23,1.2,61.7,41.0,12.46
T201,Notifications,60,10,3.4,61.6,20.4,11.42
T345,Reports,51,7,,49.1,52.0,9.3
T196,Reports,25,23,4.0,11.4,17.0,11.08
T076,Login,123,0,2.1,68.0,78.8,8.54
T070,Inventory,115,1,3.3,31.9,85.0,7.61
T493,Inventory,23,8,3.6,34.1,18.0,4.43
T093,Dashboard,89,6,1.3,20.3,100.4,8.25
T277,Login,90,14,1.2,50.7,105.3,11.9
T362,Inventory,114,23,1.1,74.0,9.2,15.41
T400,Dashboard,29,14,3.7,62.1,70.3,10.85
T314,Dashboard,87,7,2.2,76.2,98.1,12.99
T394,Notifications,146,1,1.0,,89.3,10.49
T070,Search,87,25,3.6,71.8,83.6,17.06
T098,Reports,97,6,4.1,10.6,101.2,18.11
T092,Reports,89,11,4.4,52.6,101.5,17.01
T180,Search,62,26,4.1,13.1,28.7,15.74
T311,Notifications,94,2,1.4,36.7,19.7,7.25
T302,Orders,117,0,3.2,58.1,82.5,7.7
T126,Payments,61,10,2.6,,48.5,10.91
T295,Payments,77,1,4.8,11.4,106.4,7.64
T384,Payments,84,8,2.3,14.7,76.2,11.81
T016,Search,128,9,2.6,,54.3,10.92
T171,Reports,78,10,3.9,28.0,,11.34
T245,Notifications,128,1,3.9,40.6,54.0,7.41
T190,Payments,124,2,3.4,42.4,5.1,7.33
T393,Login,79,0,2.8,25.2,30.7,5.88
T388,Search,86,17,1.5,94.2,83.1,11.89
T089,Search,73,21,3.4,99.7,94.2,17.48
T457,Inventory,26,2,2.7,20.7,6.7,2.61
T368,Search,129,24,2.1,54.9,40.8,12.63
T170,Search,93,22,4.7,47.0,88.5,17.85
T153,Search,124,6,3.2,44.6,30.2,7.36
T122,Login,92,1,4.5,97.0,35.5,6.22
T116,Payments,25,8,1.4,53.5,89.8,3.05
T350,Search,80,5,4.2,90.1,29.4,3.53
T029,Search,67,5,4.7,28.5,91.5,12.43
T096,Notifications,147,5,4.6,65.9,91.3,13.86
T428,Payments,42,20,4.8,67.5,44.6,6.88
T433,Notifications,20,11,4.8,19.6,112.4,10.51
T326,Orders,130,1,1.5,25.2,72.0,3.65
T427,Login,68,10,1.7,75.3,30.4,3.1
T067,Payments,65,13,4.2,32.0,92.3,12.83
T126,Search,85,19,4.5,33.6,18.2,16.16
T083,Reports,104,27,2.0,86.5,77.3,14.82
T383,Dashboard,104,10,3.5,18.7,25.5,13.57
T451,Notifications,121,3,1.8,64.6,98.0,6.94
T089,Notifications,89,17,3.6,27.2,24.8,11.5
T079,Reports,142,10,2.8,11.1,79.8,12.69
T143,Payments,82,22,4.2,95.7,95.5,16.33
T182,Inventory,147,27,,24.2,99.7,23.37
T303,Reports,81,8,2.0,50.4,107.3,8.18
T015,Inventory,64,21,3.5,19.7,,14.09
T284,Orders,86,7,3.9,62.2,112.6,9.67
T325,Login,129,1,3.0,31.8,100.3,7.17
T278,Search,53,29,4.6,75.9,61.2,13.92
T167,Inventory,122,3,1.6,78.3,,8.97
T427,Reports,101,26,,99.9,9.3,12.71
T415,Dashboard,106,16,1.2,97.1,10.7,7.43
T373,Notifications,77,4,4.5,94.5,99.6,11.75
T473,Orders,143,28,4.0,52.3,16.7,15.35
T208,Dashboard,143,26,4.6,52.6,105.1,18.03
T313,Inventory,93,1,3.8,61.6,37.0,8.15
T322,Dashboard,20,7,4.4,36.2,49.7,8.22
T222,Notifications,40,18,2.6,94.6,16.6,8.85
T367,Reports,21,6,1.6,17.1,15.3,5.17
T166,Orders,70,2,3.8,22.9,7.3,9.49
T088,Payments,149,14,4.3,55.8,8.0,13.78
T451,Payments,33,24,4.7,44.5,98.3,13.09
T401,Login,77,24,2.0,49.3,85.5,12.62
T445,Dashboard,62,17,4.9,94.6,39.9,11.86
T370,Inventory,64,1,,32.1,76.4,1.0
T154,Login,20,8,3.6,65.8,8.5,9.02
T356,Payments,32,14,3.7,48.2,72.0,39.58209939731918
T378,Search,29,10,2.3,10.0,105.0,8.35
T287,Inventory,129,28,4.0,46.3,95.0,19.25
T298,Search,134,29,4.9,83.8,95.8,19.41
T201,Notifications,97,3,4.4,73.3,100.9,11.61
T302,Search,121,13,3.4,38.2,116.8,15.79
T283,Reports,129,2,4.6,89.0,63.0,12.42
T216,Login,96,29,3.5,16.7,100.1,17.64
T066,Orders,56,23,1.9,40.4,20.8,9.99
T317,Dashboard,132,23,1.3,74.7,43.7,17.78
T346,Inventory,111,10,4.4,46.1,,12.04
T252,Login,90,29,1.7,18.7,97.1,19.45
T071,Dashboard,122,19,3.1,35.3,59.1,16.36
T162,Payments,78,18,2.7,19.7,83.4,12.57
T316,Orders,42,11,2.8,56.4,39.1,2.47
T157,Search,70,20,3.2,21.8,95.6,18.77
T145,Search,138,17,1.2,90.0,68.5,7.35
T050,Search,26,10,1.3,29.9,33.6,5.92
T352,Reports,72,17,3.2,61.3,16.8,11.07
T170,Reports,66,12,3.3,69.2,82.7,11.57
T379,Inventory,32,15,2.9,11.2,100.6,10.69
T012,Inventory,32,18,4.9,17.0,70.2,12.47
T343,Dashboard,111,20,1.2,27.8,99.6,15.43
T144,Dashboard,33,3,3.2,96.1,41.5,1.0
T352,Reports,24,13,3.8,79.1,101.2,12.78
T092,Dashboard,38,9,1.1,88.0,76.2,6.43
T020,Orders,88,11,2.3,98.3,117.1,6.29
T454,Orders,104,18,3.0,42.9,27.9,8.71
T386,Search,62,20,2.9,82.6,76.9,12.1
T206,Login,73,13,2.1,95.9,69.1,8.82
T448,Search,140,13,,88.1,14.0,14.0
T113,Login,138,0,3.1,40.5,102.1,10.85
T216,Search,146,13,3.8,48.9,41.6,15.5
T285,Search,59,22,2.8,73.2,84.4,13.28
T071,Login,91,10,1.9,37.0,118.3,8.96
T134,Login,93,8,4.0,28.0,99.9,9.02
T260,Payments,92,14,4.1,92.7,60.2,12.65
T106,Login,149,22,4.3,35.8,75.4,17.76
T397,Login,117,15,4.4,35.8,89.6,12.51
T256,Payments,95,23,3.6,11.6,62.3,13.23
T447,Notifications,96,16,1.1,87.6,109.6,13.44
T027,Dashboard,44,19,4.2,97.2,99.3,17.76
T225,Orders,71,10,2.2,68.3,50.9,10.65
T318,Reports,129,11,3.9,83.6,74.8,13.44
T216,Inventory,85,29,3.0,79.4,15.8,14.65
T459,Reports,117,4,2.5,69.6,86.7,10.81
T484,Inventory,116,16,4.7,87.4,38.5,10.93
T361,Reports,139,25,4.4,16.1,10.8,16.63
T496,Login,80,13,2.2,63.6,79.7,6.65
T482,Dashboard,140,4,3.6,73.3,110.2,11.1
T449,Payments,62,2,1.1,95.3,85.4,3.83
T381,Search,28,19,4.9,83.2,77.5,11.27
T096,Dashboard,102,18,5.0,60.4,24.6,18.94
T388,Search,96,19,4.0,66.6,103.9,15.15
T345,Inventory,54,8,2.2,42.3,69.8,6.11
T316,Notifications,147,4,2.7,37.0,54.4,7.58
T375,Reports,98,12,2.1,65.9,83.6,9.69
T423,Dashboard,147,12,4.6,39.8,38.8,13.12
T286,Payments,106,17,1.6,50.4,118.3,13.21
T160,Inventory,75,20,3.1,31.1,17.6,12.37
T089,Inventory,77,22,2.9,90.5,97.7,17.78
T058,Inventory,129,3,3.2,41.8,59.9,11.63
T394,Notifications,116,5,2.3,,103.3,11.78
T319,Dashboard,48,28,4.7,53.5,105.9,16.39
T160,Payments,132,2,2.7,58.0,101.4,13.15
T398,Reports,105,11,4.5,73.8,109.6,10.8
T036,Inventory,116,29,2.3,44.5,98.3,20.22
T250,Notifications,118,27,1.8,23.2,60.8,19.96
T237,Notifications,72,13,2.0,80.3,30.3,5.83
T432,Login,115,14,2.9,50.1,13.3,9.3
T387,Reports,102,5,2.2,58.0,82.4,6.57
T402,Notifications,143,21,1.6,76.8,67.2,17.63
T179,Orders,40,11,3.4,,95.5,10.91
T279,Search,129,13,3.1,53.7,77.9,11.37
T031,Reports,96,9,1.1,30.4,31.6,7.37
T421,Login,130,15,1.3,53.0,,7.51
T407,Orders,56,28,1.2,31.3,37.9,13.82
T098,Payments,30,8,1.2,63.6,21.8,5.48
T308,Dashboard,112,14,1.4,70.1,92.1,10.18
T105,Login,57,5,2.3,56.8,17.2,4.56
T039,Payments,88,23,4.0,45.9,115.6,15.38
T285,Orders,84,9,1.1,30.7,19.2,10.23
T261,Payments,121,18,2.0,52.6,27.1,13.9
T365,Login,35,13,1.6,69.2,18.7,5.04
T486,Reports,121,8,2.3,93.6,108.0,10.04
T001,Orders,116,20,3.3,49.1,44.9,13.43
T397,Payments,62,7,2.7,71.8,48.3,3.92
T253,Inventory,41,27,2.2,99.5,85.4,13.26
T475,Orders,127,19,4.3,42.2,42.1,15.91
T387,Search,65,18,1.7,55.6,45.0,19.19
T264,Reports,44,1,2.4,99.7,18.2,4.09
T102,Search,54,6,2.7,18.5,37.0,8.04
T429,Search,139,27,1.6,51.9,75.7,17.18
T439,Dashboard,50,24,2.2,11.0,63.0,12.98
T434,Search,91,8,2.7,70.0,69.9,5.14
T333,Orders,84,29,1.5,86.1,28.1,9.53
T227,Payments,37,12,1.0,14.8,106.6,8.05
T260,Login,20,6,4.9,76.6,79.3,8.47
T161,Login,134,19,1.8,57.6,83.2,15.77
T476,Payments,56,10,1.3,44.2,82.3,9.15
T428,Inventory,118,16,3.4,82.2,68.8,12.93
T264,Login,50,21,2.0,24.6,62.5,11.18
T427,Reports,46,16,1.3,55.4,40.6,9.24
T067,Orders,89,10,1.2,50.5,6.5,7.18
T266,Search,44,2,2.6,49.5,89.8,1.67
T262,Search,71,5,1.3,94.2,17.9,5.87
T283,Inventory,72,28,2.8,52.3,55.3,19.85
T067,Reports,144,14,2.7,37.7,89.9,10.08
T151,Dashboard,106,23,,38.9,,18.74
T176,Login,104,21,3.1,89.3,46.7,11.36
T156,Orders,110,2,1.7,96.9,17.2,3.22
T303,Reports,81,0,2.2,21.2,51.3,4.67
T271,Reports,75,15,2.8,60.3,81.8,11.45
T309,Reports,71,15,3.3,21.4,66.6,11.4
T459,Login,67,3,2.1,50.8,53.6,2.68
T055,Notifications,63,19,1.5,70.5,67.0,12.65
T132,Reports,42,27,2.6,68.6,45.1,11.78
T351,Login,84,24,1.7,87.7,45.8,11.4
T165,Dashboard,51,28,1.2,13.9,101.1,16.33
T064,Reports,143,25,2.0,67.4,112.4,17.0
T042,Dashboard,106,28,2.5,13.9,49.1,16.37
T403,Login,65,19,2.5,33.8,20.2,11.18
T294,Notifications,125,21,1.4,73.8,25.5,15.94
T174,Inventory,68,26,2.5,43.3,18.8,12.79
T467,Dashboard,131,2,4.6,81.6,40.5,5.37
T048,Inventory,39,15,2.8,30.2,51.8,8.21
T121,Login,53,4,,17.8,80.0,8.31
T451,Reports,88,1,4.3,81.6,35.8,7.22
T354,Payments,72,4,1.1,37.4,14.8,8.75
T277,Inventory,124,2,2.8,34.3,44.4,10.08
T266,Orders,52,0,4.9,83.5,72.6,5.92
T384,Inventory,95,25,1.2,13.0,,20.23
T216,Dashboard,37,21,3.2,98.0,26.2,13.25
T425,Payments,148,12,1.1,85.1,92.0,15.2
T014,Dashboard,113,8,3.0,53.2,103.2,12.3
T487,Inventory,86,13,2.4,48.0,,6.19
T096,Payments,103,21,4.9,40.2,80.7,11.24
T273,Inventory,34,4,3.8,80.7,88.7,3.67
T039,Dashboard,37,29,4.8,35.4,32.9,16.15
T344,Inventory,111,12,4.9,23.9,63.2,11.41
T125,Inventory,26,25,3.8,98.9,7.1,11.86
T329,Reports,89,18,4.0,31.3,9.7,14.9
T317,Notifications,52,0,2.6,49.6,95.6,6.9
T207,Search,106,3,1.9,,89.6,10.19
T118,Orders,23,2,4.1,26.0,110.2,5.82
T054,Search,68,20,2.9,35.7,96.3,14.04
T177,Payments,114,6,2.6,91.3,46.3,9.96
T340,Notifications,51,3,4.9,33.1,49.2,9.45
T475,Reports,73,28,1.2,33.3,38.0,14.42
T298,Dashboard,27,1,3.8,34.8,73.8,6.58
T213,Dashboard,44,1,4.1,75.9,89.8,5.8
T463,Notifications,65,20,2.4,77.9,11.0,8.46
T312,Orders,82,22,3.2,21.8,30.2,14.8
T363,Payments,139,28,2.7,56.0,27.7,15.25
T109,Orders,90,20,4.7,30.8,23.6,12.24
T199,Reports,67,16,4.5,33.0,47.2,12.22
T478,Orders,30,26,,47.7,77.3,16.38
T442,Payments,113,3,2.8,32.2,72.2,8.77
T363,Payments,45,26,2.8,77.5,14.0,11.14
T087,Inventory,138,10,4.9,74.1,68.3,14.85
T452,Inventory,28,16,3.9,34.9,,13.44
T393,Orders,130,6,1.1,63.1,45.3,4.67
T486,Orders,87,5,4.8,52.1,50.1,14.73
T176,Dashboard,120,16,3.2,39.3,38.8,17.38
T455,Reports,135,13,4.0,89.2,118.9,13.72
T296,Payments,134,6,3.3,67.0,97.1,9.79
T054,Payments,27,13,1.3,88.5,83.6,3.24
T262,Inventory,31,14,3.0,91.7,83.4,3.65
T425,Inventory,109,12,4.7,75.7,38.2,13.26
T217,Orders,31,8,1.6,14.2,73.6,5.41
T315,Dashboard,143,11,2.1,39.1,9.2,8.07
T397,Notifications,118,28,1.0,25.9,45.1,18.24
T071,Notifications,125,23,2.7,38.9,61.9,17.39
T134,Inventory,61,2,4.8,46.5,100.6,9.21
T339,Notifications,118,12,1.8,91.5,90.6,10.66
T265,Reports,63,25,3.9,94.1,116.5,21.28
T236,Search,72,2,4.9,61.8,76.9,9.83
T445,Login,116,26,1.5,92.6,28.8,14.53
T443,Login,123,8,2.2,20.9,30.4,9.96
T174,Inventory,24,19,1.1,80.1,117.0,11.74
T349,Login,117,28,2.7,36.5,77.8,18.73
T112,Login,59,15,4.9,57.2,89.7,11.57
T214,Search,100,19,1.7,41.7,21.7,10.04
T491,Search,116,3,1.9,82.1,23.1,9.92
T429,Orders,51,8,4.8,55.6,115.2,11.02
T063,Payments,115,19,3.0,88.0,39.4,13.54
T424,Inventory,27,21,4.8,37.1,85.8,14.09
T295,Inventory,120,11,3.0,21.1,116.4,14.22
T234,Reports,136,28,3.7,54.6,48.7,21.25
T439,Login,46,11,2.5,97.2,91.3,8.06
T383,Search,23,14,,84.5,90.7,12.09
T355,Orders,62,4,3.0,83.9,114.7,5.11
T249,Reports,56,24,3.1,94.1,19.6,10.98
T252,Orders,69,23,4.0,47.9,71.1,15.94
T081,Search,64,22,4.1,26.3,74.0,12.44
T350,Search,132,0,1.8,,39.0,7.11
T273,Payments,109,10,4.8,33.2,69.6,11.17
T038,Notifications,123,10,3.5,66.8,113.4,14.36
T059,Notifications,135,3,4.7,88.5,44.5,8.08
T488,Login,128,27,3.7,73.3,61.5,15.33
T362,Payments,23,21,3.8,38.3,34.6,11.61
T297,Notifications,63,29,2.6,71.9,64.0,14.11
T201,Reports,84,23,2.5,93.9,92.2,14.27
T073,Login,82,18,4.5,45.0,29.7,12.3
T151,Search,93,10,4.6,94.0,64.5,12.77
T500,Inventory,48,12,4.0,15.1,43.0,9.65
T366,Dashboard,136,0,4.5,42.2,,11.32
T427,Search,48,18,,,110.4,10.02
T423,Inventory,20,25,2.1,29.1,10.3,6.32
T103,Payments,36,28,,87.6,24.9,12.6
T174,Dashboard,68,17,3.7,96.7,74.3,8.56
T145,Orders,99,5,3.2,76.7,49.3,7.38
T437,Inventory,59,3,3.5,41.4,5.6,9.51
T018,Dashboard,147,5,4.0,91.9,113.4,9.96
T407,Inventory,75,29,4.3,,23.2,18.78
T016,Inventory,40,13,1.9,23.5,43.2,7.59
T147,Login,121,25,4.6,89.9,79.6,19.2
T166,Login,49,29,4.6,16.8,9.2,13.48
T049,Orders,86,2,4.4,24.3,30.8,6.75
T387,Login,36,24,3.7,74.3,103.4,14.66
T131,Login,95,23,3.5,27.1,20.8,12.9
T160,Inventory,135,4,4.8,17.4,45.2,9.07
T307,Notifications,129,20,3.7,56.7,109.9,16.7
T207,Payments,80,2,2.2,36.3,106.2,3.98
T327,Reports,34,28,3.9,69.9,37.2,14.19
T425,Search,124,3,1.5,81.6,90.1,6.86
T061,Orders,75,27,1.6,45.8,,15.1
T191,Orders,74,6,1.7,38.4,75.4,8.57
T070,Dashboard,37,2,1.7,50.8,47.8,7.01
T035,Orders,99,3,4.6,32.1,98.6,9.47
T224,Inventory,85,26,1.5,32.4,44.3,14.05
T315,Inventory,46,25,4.8,78.0,77.3,11.23
T005,Payments,115,17,4.1,88.0,21.0,15.81
T327,Login,67,3,3.3,27.6,94.3,8.73
T405,Payments,20,26,3.0,33.3,112.3,14.82
T019,Notifications,143,8,4.4,73.6,24.2,13.58
T067,Login,132,28,4.5,80.7,64.8,18.57
T120,Payments,118,9,1.6,23.6,,10.11
T280,Payments,43,7,3.4,96.2,36.9,9.05
T216,Dashboard,95,4,4.2,39.0,89.7,8.2
T046,Payments,42,21,3.5,46.5,105.9,14.5
T230,Dashboard,64,18,3.6,96.9,110.3,12.08
T245,Dashboard,91,4,1.7,88.9,44.6,8.83
T193,Orders,141,25,3.3,15.5,83.6,17.37
T263,Inventory,27,11,3.0,44.6,10.5,6.2
T296,Dashboard,144,8,2.7,,27.0,12.93
T030,Orders,46,1,4.7,12.4,39.9,6.15
T189,Login,43,15,3.0,,52.7,5.68
T418,Inventory,126,0,1.2,,36.1,3.22
T372,Reports,133,12,4.1,10.3,44.2,13.31
T019,Notifications,35,21,3.7,90.2,118.4,10.87
T060,Dashboard,140,21,1.7,81.1,5.4,9.83
T065,Inventory,117,6,2.4,41.4,56.8,9.36
T316,Orders,137,24,3.6,,80.0,20.61
T066,Login,28,4,1.6,26.3,60.7,1.0
T267,Search,101,26,4.2,37.9,97.6,22.48
T215,Search,73,11,2.5,11.7,94.8,8.41
T323,Inventory,98,20,4.2,31.0,114.8,13.86
T039,Dashboard,97,3,1.4,95.7,114.6,11.14
T333,Dashboard,96,14,4.8,54.7,13.6,19.29
T482,Search,64,20,2.3,94.7,108.0,14.45
T080,Reports,101,24,2.4,12.6,27.2,16.28
T363,Login,97,26,1.8,44.1,108.8,18.18
T392,Reports,75,12,3.4,72.8,14.8,11.69
T322,Payments,115,23,1.7,99.3,112.8,15.51
T435,Reports,43,18,2.5,81.4,47.2,12.4
T366,Search,108,19,4.0,38.1,11.8,9.55
T054,Login,75,22,1.8,27.6,55.3,16.86
T005,Dashboard,105,2,4.4,32.8,47.4,11.11
T235,Inventory,79,25,3.4,72.5,72.3,15.04
T040,Dashboard,90,14,4.9,92.4,58.8,9.56
T258,Dashboard,65,11,4.0,81.1,118.6,10.68
T262,Dashboard,39,22,1.8,80.3,40.4,13.7
T196,Inventory,148,0,1.9,98.1,91.8,6.19
T477,Dashboard,82,4,2.0,46.1,49.8,7.34
T051,Payments,116,12,3.8,76.9,68.6,11.42
T316,Inventory,79,17,3.8,18.3,58.5,8.65
T003,Notifications,25,4,,68.9,59.7,4.94
T092,Notifications,43,5,1.7,80.8,54.0,8.63
T116,Inventory,129,17,4.4,11.0,83.8,13.6
T015,Reports,141,13,1.3,77.1,51.8,9.03
T269,Dashboard,107,5,4.8,91.0,59.9,39.0898313632081
T377,Payments,120,8,1.9,53.5,14.5,8.7
T325,Payments,75,9,3.7,56.7,33.8,9.02
T344,Orders,81,23,3.8,46.3,49.4,15.55
T014,Notifications,70,3,3.5,62.2,83.0,9.1
T147,Reports,23,16,3.5,68.4,59.2,11.49
T485,Inventory,55,13,2.3,33.2,60.1,7.36
T005,Reports,107,6,2.9,30.5,91.6,12.93
T474,Payments,45,4,1.0,45.6,27.7,5.93
T151,Orders,46,8,4.0,26.5,8.4,7.36
T425,Payments,42,26,2.4,92.2,38.7,13.42
T264,Login,52,11,1.5,14.1,74.2,9.02
T235,Search,107,11,2.3,44.0,91.0,13.55
T259,Orders,80,6,2.7,22.7,77.7,11.0
T084,Payments,91,0,2.3,83.8,26.9,6.34
T276,Reports,105,20,,60.4,67.7,14.61
T197,Reports,26,11,1.3,52.3,80.0,6.46
T364,Search,69,13,3.7,36.8,114.5,13.26
T253,Dashboard,143,2,4.6,89.8,66.9,11.97
T369,Reports,20,4,2.7,72.9,68.2,4.07
T090,Search,131,17,2.0,54.4,86.0,16.2
T145,Notifications,58,19,4.0,58.8,60.1,14.69
T130,Login,129,18,4.5,58.5,78.0,13.97
T244,Payments,48,5,2.7,31.4,6.5,2.72
T003,Payments,72,26,4.1,29.6,52.1,15.58
T074,Dashboard,64,8,1.3,73.7,26.4,7.85
T102,Login,147,14,1.7,46.8,,18.3
T450,Dashboard,82,13,2.6,97.9,117.3,10.29
T025,Search,69,0,2.5,29.3,76.8,2.47
T085,Dashboard,99,1,1.4,89.6,21.2,4.31
T146,Inventory,39,27,3.8,72.0,49.4,14.34
T369,Dashboard,28,16,3.8,27.6,20.6,7.35
T374,Login,132,14,2.2,40.4,67.5,18.81
T278,Dashboard,23,7,4.4,63.6,48.0,9.1
T482,Notifications,68,7,3.9,45.7,65.6,7.6
T234,Orders,49,9,5.0,24.8,91.6,13.97
T045,Login,37,26,3.0,33.3,67.8,17.88
T421,Login,139,1,4.1,24.5,30.3,8.6
T295,Inventory,37,10,3.1,41.6,95.7,9.42
T478,Reports,140,26,2.4,84.1,12.0,17.09
T289,Orders,47,26,4.2,33.3,117.0,12.42
T134,Login,99,15,2.4,30.4,105.4,11.98
T461,Search,105,1,,67.9,31.9,1.0
T276,Search,27,25,3.8,57.0,94.7,12.94
T418,Inventory,140,17,5.0,37.0,14.4,14.27
T251,Notifications,127,21,4.9,76.5,75.1,18.86
T333,Inventory,33,23,3.2,12.3,93.7,17.33
T497,Orders,39,2,4.0,47.6,25.4,5.12
T426,Login,49,24,3.3,46.3,87.9,14.5
T022,Inventory,95,20,3.0,,87.3,17.73
T149,Dashboard,35,19,4.2,70.9,24.6,13.1
T311,Orders,71,26,5.0,11.3,57.4,15.83
T462,Reports,102,10,1.6,56.7,57.1,8.64
T447,Payments,99,9,1.8,89.8,77.4,4.67
T228,Reports,58,19,4.4,58.4,9.4,11.3
T389,Notifications,77,26,4.8,64.6,103.9,13.45
T127,Reports,110,11,,95.1,,12.56
T437,Reports,110,10,2.6,66.2,70.1,9.13
T084,Payments,105,18,4.5,37.5,63.9,14.91
T184,Search,36,2,3.9,43.5,5.3,4.54
T382,Login,91,27,2.5,56.0,112.0,14.23
T377,Reports,39,22,1.6,32.1,97.2,15.13
T251,Login,108,28,2.3,55.6,11.2,18.12
T106,Inventory,98,22,3.7,82.3,111.9,17.77
T104,Payments,56,8,4.4,33.2,97.6,8.98
T012,Orders,75,25,3.4,78.5,48.1,11.95
T303,Notifications,101,0,3.5,11.6,111.1,7.93
T168,Dashboard,126,20,4.3,29.2,61.7,14.54
T349,Search,130,1,3.4,77.9,42.9,8.39
T291,Payments,107,14,4.8,89.8,80.3,15.03
T055,Search,122,18,1.5,37.2,48.6,11.33
T434,Search,68,3,1.6,59.5,119.2,3.03
T102,Reports,31,26,2.9,62.7,26.8,13.22
T371,Dashboard,31,14,1.9,71.6,62.7,6.1
T012,Inventory,102,16,4.3,36.8,30.0,13.95
T495,Search,65,20,3.7,38.1,35.0,11.58
T191,Inventory,143,19,2.7,60.3,45.1,16.28
T012,Inventory,61,2,1.1,44.5,101.0,6.69
T468,Dashboard,100,0,1.5,83.9,34.1,5.16
T410,Search,134,23,2.4,30.9,30.9,20.06
T161,Login,31,16,2.4,49.0,70.7,11.96
T041,Reports,102,8,5.0,37.2,64.4,8.61
T358,Dashboard,96,20,2.4,27.2,26.5,15.36
T028,Dashboard,74,24,1.2,25.4,64.0,10.43
T287,Orders,89,24,4.9,49.6,29.7,12.49
T221,Payments,70,16,4.0,50.6,54.9,10.95
T444,Login,62,14,4.5,72.0,,59.7058639450727
T114,Notifications,31,10,3.6,68.6,54.2,7.79
T087,Inventory,146,25,3.3,12.0,56.8,16.92
T203,Reports,43,0,4.9,80.0,95.2,9.35
T018,Payments,132,27,4.1,70.4,104.9,19.77
T070,Login,72,3,4.6,80.5,19.4,8.86
T214,Orders,64,28,4.7,35.5,88.6,12.56
T261,Orders,114,4,3.1,76.9,71.3,5.78
T134,Payments,129,28,4.4,26.3,13.8,23.07
T178,Login,66,28,2.7,96.2,75.0,14.74
T030,Inventory,115,11,2.1,18.1,74.2,9.1
T170,Search,20,10,4.4,71.4,,10.17
T373,Notifications,24,3,2.2,99.5,26.9,4.84
T039,Login,58,29,3.3,40.4,40.8,18.25
T407,Search,41,0,2.2,19.3,100.5,1.0
T174,Search,81,0,3.4,12.6,43.4,4.43
T367,Reports,76,2,1.3,80.4,15.4,3.79
T011,Reports,49,17,3.5,82.7,23.2,9.75
T450,Dashboard,92,11,2.7,13.1,60.3,8.72
T462,Dashboard,144,7,1.1,74.3,69.6,11.34
T329,Notifications,85,22,3.3,82.5,113.9,12.53
T475,Search,67,24,3.5,17.8,70.5,15.97
T209,Login,42,15,2.1,40.2,12.4,7.37
T449,Dashboard,145,4,1.7,23.7,88.6,15.33
T082,Reports,128,2,1.1,86.2,65.3,7.46
T405,Dashboard,71,17,2.4,61.6,51.8,13.54
T387,Login,143,11,1.2,64.8,27.1,9.54
T246,Notifications,105,22,4.1,42.6,69.5,12.11
T149,Notifications,22,9,3.2,41.8,31.1,5.94
T438,Reports,27,8,4.5,57.4,107.2,7.43
T295,Login,137,22,3.5,,23.4,17.38
T095,Orders,53,8,4.4,35.2,,8.31
T256,Notifications,84,27,3.7,34.2,86.0,17.54
T306,Dashboard,147,13,4.1,40.6,109.6,16.98
T155,Orders,96,14,1.2,31.8,23.1,9.29
T372,Notifications,145,19,2.6,61.0,117.2,13.9
T345,Reports,30,12,4.8,63.5,40.8,12.16
T383,Login,99,1,3.0,42.9,8.6,47.5838746911361
T278,Search,128,29,1.1,61.8,28.1,18.21
T295,Search,69,0,2.4,,97.9,9.09
T309,Login,135,25,3.6,23.8,81.8,16.85
T459,Orders,146,1,1.9,79.7,32.5,6.17
T481,Login,77,0,3.9,77.8,40.3,5.13
T276,Notifications,58,11,2.4,75.5,83.7,5.93
T078,Reports,85,16,1.2,23.2,72.1,10.64
T125,Login,30,2,4.8,52.3,45.1,6.37
T375,Reports,67,17,4.1,,78.8,14.4
T006,Payments,127,11,2.1,,97.2,11.13
T071,Orders,101,17,3.8,82.0,71.1,15.6
T156,Orders,143,12,1.9,11.8,72.2,16.82
